id,im_path,label_path,unlabelled,asphalt,dirt,mud,water,gravel,other-terrain,tree-trunk,tree-foliage,bush,fence,structure,pole,vehicle,rock,log,other-object,sky,grass
1639439460-772700339,./sample/images\1639439460-772700339.png,./sample/labels\1639439460-772700339.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639439463-905570232,./sample/images\1639439463-905570232.png,./sample/labels\1639439463-905570232.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639439469-571590649,./sample/images\1639439469-571590649.png,./sample/labels\1639439469-571590649.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1639439471-570613101,./sample/images\1639439471-570613101.png,./sample/labels\1639439471-570613101.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639439476-968901971,./sample/images\1639439476-968901971.png,./sample/labels\1639439476-968901971.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639439478-168472911,./sample/images\1639439478-168472911.png,./sample/labels\1639439478-168472911.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639439480-633695426,./sample/images\1639439480-633695426.png,./sample/labels\1639439480-633695426.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1639439483-232609001,./sample/images\1639439483-232609001.png,./sample/labels\1639439483-232609001.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639439487-964529384,./sample/images\1639439487-964529384.png,./sample/labels\1639439487-964529384.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1639439490-500634030,./sample/images\1639439490-500634030.png,./sample/labels\1639439490-500634030.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439492-429617120,./sample/images\1639439492-429617120.png,./sample/labels\1639439492-429617120.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439494-762738908,./sample/images\1639439494-762738908.png,./sample/labels\1639439494-762738908.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639439496-361951550,./sample/images\1639439496-361951550.png,./sample/labels\1639439496-361951550.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1639439499-761021158,./sample/images\1639439499-761021158.png,./sample/labels\1639439499-761021158.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1639439501-894378578,./sample/images\1639439501-894378578.png,./sample/labels\1639439501-894378578.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639439502-226981221,./sample/images\1639439502-226981221.png,./sample/labels\1639439502-226981221.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439503-828368676,./sample/images\1639439503-828368676.png,./sample/labels\1639439503-828368676.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1639439505-492608424,./sample/images\1639439505-492608424.png,./sample/labels\1639439505-492608424.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1639439513-756203907,./sample/images\1639439513-756203907.png,./sample/labels\1639439513-756203907.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1639439517-954439507,./sample/images\1639439517-954439507.png,./sample/labels\1639439517-954439507.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439521-419374892,./sample/images\1639439521-419374892.png,./sample/labels\1639439521-419374892.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439523-818216369,./sample/images\1639439523-818216369.png,./sample/labels\1639439523-818216369.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439524-151456072,./sample/images\1639439524-151456072.png,./sample/labels\1639439524-151456072.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439524-617958714,./sample/images\1639439524-617958714.png,./sample/labels\1639439524-617958714.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1639439525-884159570,./sample/images\1639439525-884159570.png,./sample/labels\1639439525-884159570.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439528-350040940,./sample/images\1639439528-350040940.png,./sample/labels\1639439528-350040940.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439540-810620143,./sample/images\1639439540-810620143.png,./sample/labels\1639439540-810620143.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439549-808560733,./sample/images\1639439549-808560733.png,./sample/labels\1639439549-808560733.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439550-808978059,./sample/images\1639439550-808978059.png,./sample/labels\1639439550-808978059.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1639439555-542298746,./sample/images\1639439555-542298746.png,./sample/labels\1639439555-542298746.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1639439555-803490236,./sample/images\1639439555-803490236.png,./sample/labels\1639439555-803490236.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439557-136043233,./sample/images\1639439557-136043233.png,./sample/labels\1639439557-136043233.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439557-408542447,./sample/images\1639439557-408542447.png,./sample/labels\1639439557-408542447.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439557-804526371,./sample/images\1639439557-804526371.png,./sample/labels\1639439557-804526371.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1639439558-134912886,./sample/images\1639439558-134912886.png,./sample/labels\1639439558-134912886.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1639439558-334734410,./sample/images\1639439558-334734410.png,./sample/labels\1639439558-334734410.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1639439560-133343495,./sample/images\1639439560-133343495.png,./sample/labels\1639439560-133343495.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439561-199335926,./sample/images\1639439561-199335926.png,./sample/labels\1639439561-199335926.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1639439561-733167469,./sample/images\1639439561-733167469.png,./sample/labels\1639439561-733167469.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439562-731763026,./sample/images\1639439562-731763026.png,./sample/labels\1639439562-731763026.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439564-264940730,./sample/images\1639439564-264940730.png,./sample/labels\1639439564-264940730.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439567-198060591,./sample/images\1639439567-198060591.png,./sample/labels\1639439567-198060591.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439575-460498792,./sample/images\1639439575-460498792.png,./sample/labels\1639439575-460498792.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439576-658885087,./sample/images\1639439576-658885087.png,./sample/labels\1639439576-658885087.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1639439582-323288387,./sample/images\1639439582-323288387.png,./sample/labels\1639439582-323288387.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439582-989787091,./sample/images\1639439582-989787091.png,./sample/labels\1639439582-989787091.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1639439583-989570332,./sample/images\1639439583-989570332.png,./sample/labels\1639439583-989570332.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639439584-524045624,./sample/images\1639439584-524045624.png,./sample/labels\1639439584-524045624.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639439589-321438034,./sample/images\1639439589-321438034.png,./sample/labels\1639439589-321438034.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439589-587612146,./sample/images\1639439589-587612146.png,./sample/labels\1639439589-587612146.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439590-853455542,./sample/images\1639439590-853455542.png,./sample/labels\1639439590-853455542.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439591-453262405,./sample/images\1639439591-453262405.png,./sample/labels\1639439591-453262405.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639439594-518362732,./sample/images\1639439594-518362732.png,./sample/labels\1639439594-518362732.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439596-650002869,./sample/images\1639439596-650002869.png,./sample/labels\1639439596-650002869.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439599-049688906,./sample/images\1639439599-049688906.png,./sample/labels\1639439599-049688906.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439599-915029077,./sample/images\1639439599-915029077.png,./sample/labels\1639439599-915029077.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439601-581376338,./sample/images\1639439601-581376338.png,./sample/labels\1639439601-581376338.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439603-849055477,./sample/images\1639439603-849055477.png,./sample/labels\1639439603-849055477.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439605-513275959,./sample/images\1639439605-513275959.png,./sample/labels\1639439605-513275959.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439606-652927159,./sample/images\1639439606-652927159.png,./sample/labels\1639439606-652927159.png,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
1639439608-578925213,./sample/images\1639439608-578925213.png,./sample/labels\1639439608-578925213.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439609-047066382,./sample/images\1639439609-047066382.png,./sample/labels\1639439609-047066382.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1639439611-711061273,./sample/images\1639439611-711061273.png,./sample/labels\1639439611-711061273.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439611-977359361,./sample/images\1639439611-977359361.png,./sample/labels\1639439611-977359361.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439613-443013144,./sample/images\1639439613-443013144.png,./sample/labels\1639439613-443013144.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439614-442188478,./sample/images\1639439614-442188478.png,./sample/labels\1639439614-442188478.png,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
1639439615-108506275,./sample/images\1639439615-108506275.png,./sample/labels\1639439615-108506275.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1639439617-573686100,./sample/images\1639439617-573686100.png,./sample/labels\1639439617-573686100.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1639439617-973472964,./sample/images\1639439617-973472964.png,./sample/labels\1639439617-973472964.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439619-372681256,./sample/images\1639439619-372681256.png,./sample/labels\1639439619-372681256.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439619-773115069,./sample/images\1639439619-773115069.png,./sample/labels\1639439619-773115069.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
1639439620-638898850,./sample/images\1639439620-638898850.png,./sample/labels\1639439620-638898850.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
1639439621-238466211,./sample/images\1639439621-238466211.png,./sample/labels\1639439621-238466211.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439622-238079426,./sample/images\1639439622-238079426.png,./sample/labels\1639439622-238079426.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439622-570976262,./sample/images\1639439622-570976262.png,./sample/labels\1639439622-570976262.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439622-770945410,./sample/images\1639439622-770945410.png,./sample/labels\1639439622-770945410.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439622-837551486,./sample/images\1639439622-837551486.png,./sample/labels\1639439622-837551486.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439623-175843704,./sample/images\1639439623-175843704.png,./sample/labels\1639439623-175843704.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1639439623-376107141,./sample/images\1639439623-376107141.png,./sample/labels\1639439623-376107141.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439624-170217898,./sample/images\1639439624-170217898.png,./sample/labels\1639439624-170217898.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439625-502825618,./sample/images\1639439625-502825618.png,./sample/labels\1639439625-502825618.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1639439633-032646812,./sample/images\1639439633-032646812.png,./sample/labels\1639439633-032646812.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1
1639439635-100470633,./sample/images\1639439635-100470633.png,./sample/labels\1639439635-100470633.png,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
1639439637-097811836,./sample/images\1639439637-097811836.png,./sample/labels\1639439637-097811836.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439638-232883381,./sample/images\1639439638-232883381.png,./sample/labels\1639439638-232883381.png,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
1639439653-559084702,./sample/images\1639439653-559084702.png,./sample/labels\1639439653-559084702.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1639439655-358726999,./sample/images\1639439655-358726999.png,./sample/labels\1639439655-358726999.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1639439996-412403303,./sample/images\1639439996-412403303.png,./sample/labels\1639439996-412403303.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439996-879210090,./sample/images\1639439996-879210090.png,./sample/labels\1639439996-879210090.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639439997-478508539,./sample/images\1639439997-478508539.png,./sample/labels\1639439997-478508539.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1639439998-478035894,./sample/images\1639439998-478035894.png,./sample/labels\1639439998-478035894.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639439999-543820344,./sample/images\1639439999-543820344.png,./sample/labels\1639439999-543820344.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440000-210104124,./sample/images\1639440000-210104124.png,./sample/labels\1639440000-210104124.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440009-674206728,./sample/images\1639440009-674206728.png,./sample/labels\1639440009-674206728.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639440011-206999321,./sample/images\1639440011-206999321.png,./sample/labels\1639440011-206999321.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639440039-799487334,./sample/images\1639440039-799487334.png,./sample/labels\1639440039-799487334.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1639440043-663808216,./sample/images\1639440043-663808216.png,./sample/labels\1639440043-663808216.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1639440059-721186526,./sample/images\1639440059-721186526.png,./sample/labels\1639440059-721186526.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1639440097-780541079,./sample/images\1639440097-780541079.png,./sample/labels\1639440097-780541079.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1639440155-571113997,./sample/images\1639440155-571113997.png,./sample/labels\1639440155-571113997.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1639440159-430375324,./sample/images\1639440159-430375324.png,./sample/labels\1639440159-430375324.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639440160-097606197,./sample/images\1639440160-097606197.png,./sample/labels\1639440160-097606197.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1639440160-368862971,./sample/images\1639440160-368862971.png,./sample/labels\1639440160-368862971.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1639440161-429956495,./sample/images\1639440161-429956495.png,./sample/labels\1639440161-429956495.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639440172-428988232,./sample/images\1639440172-428988232.png,./sample/labels\1639440172-428988232.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440179-492386180,./sample/images\1639440179-492386180.png,./sample/labels\1639440179-492386180.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440183-957651622,./sample/images\1639440183-957651622.png,./sample/labels\1639440183-957651622.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1639440192-356755901,./sample/images\1639440192-356755901.png,./sample/labels\1639440192-356755901.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440200-688534223,./sample/images\1639440200-688534223.png,./sample/labels\1639440200-688534223.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440211-952734639,./sample/images\1639440211-952734639.png,./sample/labels\1639440211-952734639.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440215-488546233,./sample/images\1639440215-488546233.png,./sample/labels\1639440215-488546233.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440221-615666581,./sample/images\1639440221-615666581.png,./sample/labels\1639440221-615666581.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440227-280295175,./sample/images\1639440227-280295175.png,./sample/labels\1639440227-280295175.png,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440231-544601715,./sample/images\1639440231-544601715.png,./sample/labels\1639440231-544601715.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
1639440246-408109159,./sample/images\1639440246-408109159.png,./sample/labels\1639440246-408109159.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
1639440255-070516153,./sample/images\1639440255-070516153.png,./sample/labels\1639440255-070516153.png,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440263-800785104,./sample/images\1639440263-800785104.png,./sample/labels\1639440263-800785104.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
1639440272-466858230,./sample/images\1639440272-466858230.png,./sample/labels\1639440272-466858230.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
1639440281-596833944,./sample/images\1639440281-596833944.png,./sample/labels\1639440281-596833944.png,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440281-930114002,./sample/images\1639440281-930114002.png,./sample/labels\1639440281-930114002.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
1639440282-530114060,./sample/images\1639440282-530114060.png,./sample/labels\1639440282-530114060.png,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440287-195660284,./sample/images\1639440287-195660284.png,./sample/labels\1639440287-195660284.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1639440299-593621096,./sample/images\1639440299-593621096.png,./sample/labels\1639440299-593621096.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1639440304-126069799,./sample/images\1639440304-126069799.png,./sample/labels\1639440304-126069799.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1639440311-864749805,./sample/images\1639440311-864749805.png,./sample/labels\1639440311-864749805.png,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1639440315-123830583,./sample/images\1639440315-123830583.png,./sample/labels\1639440315-123830583.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1639440344-650816286,./sample/images\1639440344-650816286.png,./sample/labels\1639440344-650816286.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
1639440348-583340359,./sample/images\1639440348-583340359.png,./sample/labels\1639440348-583340359.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1639440371-780727525,./sample/images\1639440371-780727525.png,./sample/labels\1639440371-780727525.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1639440372-179505467,./sample/images\1639440372-179505467.png,./sample/labels\1639440372-179505467.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440372-578969592,./sample/images\1639440372-578969592.png,./sample/labels\1639440372-578969592.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440373-578925099,./sample/images\1639440373-578925099.png,./sample/labels\1639440373-578925099.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440374-445908853,./sample/images\1639440374-445908853.png,./sample/labels\1639440374-445908853.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440379-848108221,./sample/images\1639440379-848108221.png,./sample/labels\1639440379-848108221.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1639440388-376892192,./sample/images\1639440388-376892192.png,./sample/labels\1639440388-376892192.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440399-906487668,./sample/images\1639440399-906487668.png,./sample/labels\1639440399-906487668.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440404-976495777,./sample/images\1639440404-976495777.png,./sample/labels\1639440404-976495777.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1639440416-634651040,./sample/images\1639440416-634651040.png,./sample/labels\1639440416-634651040.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440425-766745404,./sample/images\1639440425-766745404.png,./sample/labels\1639440425-766745404.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1639440451-091215101,./sample/images\1639440451-091215101.png,./sample/labels\1639440451-091215101.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440452-624478185,./sample/images\1639440452-624478185.png,./sample/labels\1639440452-624478185.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440562-270778971,./sample/images\1639440562-270778971.png,./sample/labels\1639440562-270778971.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440563-204770040,./sample/images\1639440563-204770040.png,./sample/labels\1639440563-204770040.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440563-470908727,./sample/images\1639440563-470908727.png,./sample/labels\1639440563-470908727.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
1639440564-670320169,./sample/images\1639440564-670320169.png,./sample/labels\1639440564-670320169.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
1639440569-604110609,./sample/images\1639440569-604110609.png,./sample/labels\1639440569-604110609.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
1639440583-204457307,./sample/images\1639440583-204457307.png,./sample/labels\1639440583-204457307.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1639440587-672668615,./sample/images\1639440587-672668615.png,./sample/labels\1639440587-672668615.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1639440596-208992956,./sample/images\1639440596-208992956.png,./sample/labels\1639440596-208992956.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
1639440606-475584048,./sample/images\1639440606-475584048.png,./sample/labels\1639440606-475584048.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440610-877246691,./sample/images\1639440610-877246691.png,./sample/labels\1639440610-877246691.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440619-812743781,./sample/images\1639440619-812743781.png,./sample/labels\1639440619-812743781.png,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
1639440623-416838700,./sample/images\1639440623-416838700.png,./sample/labels\1639440623-416838700.png,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440624-211153309,./sample/images\1639440624-211153309.png,./sample/labels\1639440624-211153309.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440625-481101965,./sample/images\1639440625-481101965.png,./sample/labels\1639440625-481101965.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440630-277556464,./sample/images\1639440630-277556464.png,./sample/labels\1639440630-277556464.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1639440640-078365787,./sample/images\1639440640-078365787.png,./sample/labels\1639440640-078365787.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440642-278647797,./sample/images\1639440642-278647797.png,./sample/labels\1639440642-278647797.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1639440652-413367454,./sample/images\1639440652-413367454.png,./sample/labels\1639440652-413367454.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1639440655-680455765,./sample/images\1639440655-680455765.png,./sample/labels\1639440655-680455765.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1639440661-281719205,./sample/images\1639440661-281719205.png,./sample/labels\1639440661-281719205.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1639440665-749657793,./sample/images\1639440665-749657793.png,./sample/labels\1639440665-749657793.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1639440671-350221417,./sample/images\1639440671-350221417.png,./sample/labels\1639440671-350221417.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1639440679-015882241,./sample/images\1639440679-015882241.png,./sample/labels\1639440679-015882241.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1639440688-015707259,./sample/images\1639440688-015707259.png,./sample/labels\1639440688-015707259.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440692-415053481,./sample/images\1639440692-415053481.png,./sample/labels\1639440692-415053481.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440700-749933102,./sample/images\1639440700-749933102.png,./sample/labels\1639440700-749933102.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440708-884524772,./sample/images\1639440708-884524772.png,./sample/labels\1639440708-884524772.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
1639440717-217639906,./sample/images\1639440717-217639906.png,./sample/labels\1639440717-217639906.png,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
